Unnamed: 0,is_background,location,speed_kmh,weather,vehicle,source_direction,microphone,decibel,Dezibel_ber
50,True,Fraunhofer-IDMT,30,,,,ME,0.008072154053708003,46.4859619140625
51,True,Fraunhofer-IDMT,30,,,,SE,0.006370236623488822,43.48069000244141
52,False,Fraunhofer-IDMT,30,D,B,R,ME,13.36303719976019,61.94661331176758
53,False,Fraunhofer-IDMT,30,D,B,R,SE,19.51895987920216,62.8031120300293
54,True,Fraunhofer-IDMT,30,,,,ME,0.009049845681355435,47.47666549682617
55,True,Fraunhofer-IDMT,30,,,,SE,0.007613301948197013,45.53113174438477
56,False,Fraunhofer-IDMT,30,D,C,R,ME,7.996795352400946,56.11968994140625
57,False,Fraunhofer-IDMT,30,D,C,R,SE,14.89523586854297,58.19758224487305
58,True,Fraunhofer-IDMT,30,,,,ME,0.006663791079848803,44.31867218017578
59,True,Fraunhofer-IDMT,30,,,,SE,0.005383758690339435,42.44886779785156
60,True,Fraunhofer-IDMT,30,,,,ME,0.007813195666990274,46.09482192993164
61,True,Fraunhofer-IDMT,30,,,,SE,0.005597699102809542,43.24740219116211
62,True,Fraunhofer-IDMT,30,,,,ME,0.008595155470966509,46.65485000610352
63,True,Fraunhofer-IDMT,30,,,,SE,0.004806944283296114,40.73532104492188
64,False,Fraunhofer-IDMT,30,D,C,R,ME,1.515873144915649,49.3014030456543
65,False,Fraunhofer-IDMT,30,D,C,R,SE,7.436697897879804,50.5445556640625
66,True,Fraunhofer-IDMT,30,,,,ME,0.007225266727863787,44.55060958862305
67,True,Fraunhofer-IDMT,30,,,,SE,0.00610849147864135,40.81050872802734
68,True,Fraunhofer-IDMT,30,,,,ME,0.006080253199472457,42.94303131103516
69,True,Fraunhofer-IDMT,30,,,,SE,0.004949370326912598,39.46882629394531
70,True,Fraunhofer-IDMT,30,,,,ME,0.007022171256333446,44.70998001098633
71,True,Fraunhofer-IDMT,30,,,,SE,0.005315441864026182,39.33019638061523
72,True,Fraunhofer-IDMT,30,,,,ME,0.005669267755730491,42.31134033203125
73,True,Fraunhofer-IDMT,30,,,,SE,0.004678569127030556,38.40069198608398
74,True,Fraunhofer-IDMT,30,,,,ME,0.006271663366177833,43.2678108215332
75,True,Fraunhofer-IDMT,30,,,,SE,0.005947710965129708,40.20407104492188
76,True,Fraunhofer-IDMT,30,,,,ME,0.005694156709696912,42.28329086303711
77,True,Fraunhofer-IDMT,30,,,,SE,0.004857708988978837,38.95162582397461
78,False,Fraunhofer-IDMT,30,D,C,R,ME,4.555275301829021,52.42399597167969
79,False,Fraunhofer-IDMT,30,D,C,R,SE,11.1342733506421,53.42615509033203
80,True,Fraunhofer-IDMT,30,,,,ME,0.1180845497521751,43.07424545288086
81,True,Fraunhofer-IDMT,30,,,,SE,0.04300658500142726,38.4346809387207
82,False,Fraunhofer-IDMT,30,D,C,L,ME,1.97972960017578,49.92443466186523
83,False,Fraunhofer-IDMT,30,D,C,L,SE,8.131742421090117,50.85661697387695
84,True,Fraunhofer-IDMT,30,,,,ME,0.005179442351307659,41.99105453491211
85,True,Fraunhofer-IDMT,30,,,,SE,0.003877150354117491,37.4136962890625
86,True,Fraunhofer-IDMT,30,,,,ME,0.004793634820684853,41.26371002197266
87,True,Fraunhofer-IDMT,30,,,,SE,0.003068275454268642,36.2880744934082
88,False,Fraunhofer-IDMT,30,D,C,R,ME,6.331496931074093,56.2249755859375
89,False,Fraunhofer-IDMT,30,D,C,R,SE,9.68986381320886,53.08432769775391
90,True,Fraunhofer-IDMT,30,,,,ME,0.005460830738339935,42.50270080566406
91,True,Fraunhofer-IDMT,30,,,,SE,0.00306279882270656,36.55371475219727
92,True,Fraunhofer-IDMT,30,,,,ME,0.004773001711707961,41.16959381103516
93,True,Fraunhofer-IDMT,30,,,,SE,0.002942694349010876,36.02164077758789
94,True,Fraunhofer-IDMT,30,,,,ME,0.004787163327198377,41.54044723510742
95,True,Fraunhofer-IDMT,30,,,,SE,0.003012886141304686,36.40359497070312
96,True,Fraunhofer-IDMT,30,,,,ME,0.005082304825012417,41.73835754394531
97,True,Fraunhofer-IDMT,30,,,,SE,0.003382313490120647,37.09130859375
98,True,Fraunhofer-IDMT,30,,,,ME,0.006496639158724541,43.57996368408203
99,True,Fraunhofer-IDMT,30,,,,SE,0.005038417288083714,40.14253234863281
100,False,Fraunhofer-IDMT,30,D,C,L,ME,4.776896037456121,51.53771209716797
101,False,Fraunhofer-IDMT,30,D,C,L,SE,12.67031735703813,54.9053955078125
102,True,Fraunhofer-IDMT,30,,,,ME,0.01782243708959166,49.54380035400391
103,True,Fraunhofer-IDMT,30,,,,SE,0.01200864881540786,47.02726745605469
104,False,Fraunhofer-IDMT,30,D,C,L,ME,2.849962705590568,50.32045364379883
105,False,Fraunhofer-IDMT,30,D,C,L,SE,11.12648514212855,53.66344451904297
106,True,Fraunhofer-IDMT,30,,,,ME,0.009702901273450193,45.17523574829102
107,True,Fraunhofer-IDMT,30,,,,SE,0.006106476065788386,41.7978630065918
108,True,Fraunhofer-IDMT,30,,,,ME,0.004859792941127787,41.39011383056641
109,True,Fraunhofer-IDMT,30,,,,SE,0.003329080752353579,36.99315643310547
110,True,Fraunhofer-IDMT,30,,,,ME,0.005113814931803378,42.25164413452148
111,True,Fraunhofer-IDMT,30,,,,SE,0.003080706681099752,36.60519409179688
112,True,Fraunhofer-IDMT,30,,,,ME,0.005639886709129867,43.06832885742188
113,True,Fraunhofer-IDMT,30,,,,SE,0.003470131368533498,37.54794311523438
114,False,Fraunhofer-IDMT,30,D,C,R,ME,5.259431613623178,53.38791275024414
115,False,Fraunhofer-IDMT,30,D,C,R,SE,10.93361131505977,53.40730285644531
116,True,Fraunhofer-IDMT,30,,,,ME,0.006418660618352608,44.24335861206055
117,True,Fraunhofer-IDMT,30,,,,SE,0.00404252339923001,38.81367874145508
118,False,Fraunhofer-IDMT,30,D,C,L,ME,6.292599372993574,54.9659309387207
119,False,Fraunhofer-IDMT,30,D,C,L,SE,11.35991829820099,55.00016021728516
120,False,Fraunhofer-IDMT,30,D,C,L,ME,1.422836304454971,49.28682327270508
121,False,Fraunhofer-IDMT,30,D,C,L,SE,7.330623026197203,49.978759765625
122,False,Fraunhofer-IDMT,30,D,C,R,ME,3.623902941892218,51.45124816894531
123,False,Fraunhofer-IDMT,30,D,C,R,SE,10.2503704488654,52.61869430541992
124,False,Fraunhofer-IDMT,30,D,C,R,ME,10.19782296355926,59.20991134643555
125,False,Fraunhofer-IDMT,30,D,C,R,SE,13.15563521677559,56.34035491943359
126,False,Fraunhofer-IDMT,30,D,C,R,ME,4.105578178679733,52.35575866699219
127,False,Fraunhofer-IDMT,30,D,C,R,SE,9.18973018097262,52.23089218139648
128,False,Fraunhofer-IDMT,30,D,C,R,ME,-0.801328513495635,46.69751739501953
129,False,Fraunhofer-IDMT,30,D,C,R,SE,5.15004703936896,48.13112640380859
130,True,Fraunhofer-IDMT,30,,,,ME,0.005654604196535187,42.74854278564453
131,True,Fraunhofer-IDMT,30,,,,SE,0.003789064956194473,38.56320953369141
132,True,Fraunhofer-IDMT,30,,,,ME,0.005440359831370758,42.6002082824707
133,True,Fraunhofer-IDMT,30,,,,SE,0.003801212198384609,39.00055313110352
134,False,Fraunhofer-IDMT,30,D,C,R,ME,2.166218861798591,49.48196411132812
135,False,Fraunhofer-IDMT,30,D,C,R,SE,10.14108912842254,52.31720733642578
136,True,Fraunhofer-IDMT,30,,,,ME,0.005577918380846194,43.22379302978516
137,True,Fraunhofer-IDMT,30,,,,SE,0.003704557671683147,38.88089752197266
138,True,Fraunhofer-IDMT,30,,,,ME,0.007135752454892304,45.37621307373047
139,True,Fraunhofer-IDMT,30,,,,SE,0.004406599107985613,39.83379364013672
140,True,Fraunhofer-IDMT,30,,,,ME,0.008584583572667942,47.21493911743164
141,True,Fraunhofer-IDMT,30,,,,SE,0.006395006327540094,42.52370834350586
142,False,Fraunhofer-IDMT,30,D,C,R,ME,4.983135710602513,52.75495529174805
143,False,Fraunhofer-IDMT,30,D,C,R,SE,9.595105550073718,52.64853668212891
144,True,Fraunhofer-IDMT,30,,,,ME,0.008570139153106655,46.31756591796875
145,True,Fraunhofer-IDMT,30,,,,SE,0.007040886217662851,43.34724807739258
146,False,Fraunhofer-IDMT,30,D,C,R,ME,2.277248639252577,50.32358932495117
147,False,Fraunhofer-IDMT,30,D,C,R,SE,9.699169369961673,51.99564743041992
148,False,Fraunhofer-IDMT,30,D,C,R,ME,1.093800998913238,49.99671173095703
149,False,Fraunhofer-IDMT,30,D,C,R,SE,4.785054220806815,47.61984252929688
150,False,Fraunhofer-IDMT,30,D,C,L,ME,6.319338832250318,54.00887680053711
151,False,Fraunhofer-IDMT,30,D,C,L,SE,12.20832419427439,54.49224472045898
152,False,Fraunhofer-IDMT,30,D,C,L,ME,1.226016189920396,48.86944198608398
153,False,Fraunhofer-IDMT,30,D,C,L,SE,9.274609638044902,52.48742294311523
154,True,Fraunhofer-IDMT,30,,,,ME,0.01254759355234952,49.28425979614258
155,True,Fraunhofer-IDMT,30,,,,SE,0.01047000598523481,45.6875
156,False,Fraunhofer-IDMT,30,D,C,R,ME,6.556028989326341,54.45476531982422
157,False,Fraunhofer-IDMT,30,D,C,R,SE,12.71913400498683,55.36338424682617
158,False,Fraunhofer-IDMT,30,D,B,L,ME,10.63920999780037,58.69892883300781
159,False,Fraunhofer-IDMT,30,D,B,L,SE,17.48228120334817,60.43141555786133
160,False,Fraunhofer-IDMT,30,D,C,R,ME,4.934385665114879,52.62973022460938
161,False,Fraunhofer-IDMT,30,D,C,R,SE,12.76947325902779,54.95655822753906
162,False,Fraunhofer-IDMT,30,D,C,L,ME,2.667866958659519,50.0927848815918
163,False,Fraunhofer-IDMT,30,D,C,L,SE,11.2166718057844,53.98300552368164
164,True,Fraunhofer-IDMT,30,,,,ME,0.01078429287793457,48.44917678833008
165,True,Fraunhofer-IDMT,30,,,,SE,0.007914903917282555,45.35639572143555
166,True,Fraunhofer-IDMT,30,,,,ME,0.01011652140940045,47.98760604858398
167,True,Fraunhofer-IDMT,30,,,,SE,0.006716098468815297,43.69784927368164
168,True,Fraunhofer-IDMT,30,,,,ME,0.01145097461988759,49.28078460693359
169,True,Fraunhofer-IDMT,30,,,,SE,0.007788214105116489,45.10404205322266
170,True,Fraunhofer-IDMT,30,,,,ME,0.01062615061522655,48.19049835205078
171,True,Fraunhofer-IDMT,30,,,,SE,0.008773009222796467,45.10282897949219
172,True,Fraunhofer-IDMT,30,,,,ME,0.1615949131254859,52.33912658691406
173,True,Fraunhofer-IDMT,30,,,,SE,0.04850513923130406,49.49210357666016
174,False,Fraunhofer-IDMT,30,D,C,R,ME,7.406269718500214,56.67424011230469
175,False,Fraunhofer-IDMT,30,D,C,R,SE,13.15808388483161,56.18872451782227
176,True,Fraunhofer-IDMT,30,,,,ME,0.01011515732550053,47.97569274902344
177,True,Fraunhofer-IDMT,30,,,,SE,0.008033801800466627,45.21963500976562
178,False,Fraunhofer-IDMT,30,D,C,R,ME,7.27042907426852,56.27034759521484
179,False,Fraunhofer-IDMT,30,D,C,R,SE,10.49657845651678,53.44248580932617
180,False,Fraunhofer-IDMT,30,D,C,R,ME,2.964884289036027,50.48416519165039
181,False,Fraunhofer-IDMT,30,D,C,R,SE,11.14578628380044,53.72681427001953
182,True,Fraunhofer-IDMT,30,,,,ME,0.007765188749371475,45.28184509277344
183,True,Fraunhofer-IDMT,30,,,,SE,0.006151167995166015,42.47151947021484
184,False,Fraunhofer-IDMT,30,D,C,R,ME,3.885214354646689,52.65201950073242
185,False,Fraunhofer-IDMT,30,D,C,R,SE,9.282522582600016,52.21306228637695
186,True,Fraunhofer-IDMT,30,,,,ME,0.01070608430847194,47.16929244995117
187,True,Fraunhofer-IDMT,30,,,,SE,0.00655558832786637,43.13078308105469
188,False,Fraunhofer-IDMT,30,D,C,L,ME,6.473952192368962,53.55007934570312
189,False,Fraunhofer-IDMT,30,D,C,L,SE,14.77048575230528,55.9884147644043
190,True,Fraunhofer-IDMT,30,,,,ME,0.006350331304450649,43.35032272338867
191,True,Fraunhofer-IDMT,30,,,,SE,0.004915194868348349,40.40919876098633
192,True,Fraunhofer-IDMT,30,,,,ME,0.007036967300013916,43.77972030639648
193,True,Fraunhofer-IDMT,30,,,,SE,0.00575504293812521,41.45326232910156
194,True,Fraunhofer-IDMT,30,,,,ME,0.005640476894114246,42.21180725097656
195,True,Fraunhofer-IDMT,30,,,,SE,0.00411767238545897,39.03555679321289
196,True,Fraunhofer-IDMT,30,,,,ME,0.004986546782203189,41.79743576049805
197,True,Fraunhofer-IDMT,30,,,,SE,0.003407138003530318,37.63758850097656
198,True,Fraunhofer-IDMT,30,,,,ME,0.005309664982972926,42.40543746948242
199,True,Fraunhofer-IDMT,30,,,,SE,0.003241978492359002,37.35110473632812
200,False,Fraunhofer-IDMT,30,D,C,L,ME,5.020030252580781,53.07936096191406
201,False,Fraunhofer-IDMT,30,D,C,L,SE,11.73655877545567,54.18865585327148
202,False,Fraunhofer-IDMT,30,D,C,R,ME,4.545793005088115,52.48810958862305
203,False,Fraunhofer-IDMT,30,D,C,R,SE,11.43559947445052,54.02025604248047
204,True,Fraunhofer-IDMT,30,,,,ME,0.005283009865523845,42.74917221069336
205,True,Fraunhofer-IDMT,30,,,,SE,0.003169384468196257,37.25742340087891
206,True,Fraunhofer-IDMT,30,,,,ME,0.004622652719940512,41.54845809936523
207,True,Fraunhofer-IDMT,30,,,,SE,0.002985716389646349,36.45681762695312
208,True,Fraunhofer-IDMT,30,,,,ME,0.005230734013021814,42.59151840209961
209,True,Fraunhofer-IDMT,30,,,,SE,0.003622582323406935,38.23236846923828
210,True,Fraunhofer-IDMT,30,,,,ME,0.006227939583878964,43.46696853637695
211,True,Fraunhofer-IDMT,30,,,,SE,0.004835300141557872,40.13901138305664
212,False,Fraunhofer-IDMT,30,D,C,R,ME,5.143666201403346,52.30007934570312
213,False,Fraunhofer-IDMT,30,D,C,R,SE,12.75199014186197,54.78628921508789
214,True,Fraunhofer-IDMT,30,,,,ME,0.007870987454085905,45.78804779052734
215,True,Fraunhofer-IDMT,30,,,,SE,0.005452247396668028,41.64817047119141
216,False,Fraunhofer-IDMT,30,D,C,R,ME,2.441287812316076,50.31310653686523
217,False,Fraunhofer-IDMT,30,D,C,R,SE,9.348475777630727,51.92190170288086
218,True,Fraunhofer-IDMT,30,,,,ME,0.005899002572826707,43.11106872558594
219,True,Fraunhofer-IDMT,30,,,,SE,0.004614542171506245,40.39138412475586
220,True,Fraunhofer-IDMT,30,,,,ME,0.006266619404038719,43.58625411987305
221,True,Fraunhofer-IDMT,30,,,,SE,0.004314661019413736,39.72457885742188
222,True,Fraunhofer-IDMT,30,,,,ME,0.005773870700246828,42.98529052734375
223,True,Fraunhofer-IDMT,30,,,,SE,0.004176666943443183,39.52293395996094
224,True,Fraunhofer-IDMT,30,,,,ME,0.005357887955964371,42.44376373291016
225,True,Fraunhofer-IDMT,30,,,,SE,0.003745126396095451,38.54190444946289
226,True,Fraunhofer-IDMT,30,,,,ME,0.005696425938604903,43.11012649536133
227,True,Fraunhofer-IDMT,30,,,,SE,0.003861271616481422,38.89716720581055
228,False,Fraunhofer-IDMT,30,D,C,L,ME,7.399269852984879,55.94953155517578
229,False,Fraunhofer-IDMT,30,D,C,L,SE,13.21006988737746,55.65238189697266
230,True,Fraunhofer-IDMT,30,,,,ME,0.006112240277652024,43.45989990234375
231,True,Fraunhofer-IDMT,30,,,,SE,0.004005164182874189,39.27138519287109
232,True,Fraunhofer-IDMT,30,,,,ME,0.007182688254443068,45.45795440673828
233,True,Fraunhofer-IDMT,30,,,,SE,0.004612354510138875,40.74794387817383
234,True,Fraunhofer-IDMT,30,,,,ME,0.008566923002145182,46.76549530029297
235,True,Fraunhofer-IDMT,30,,,,SE,0.006277259666570213,43.45748138427734
236,True,Fraunhofer-IDMT,30,,,,ME,0.008724958206965353,46.45515441894531
237,True,Fraunhofer-IDMT,30,,,,SE,0.006579980148600537,43.52817153930664
238,False,Fraunhofer-IDMT,30,D,C,R,ME,2.634176148592118,50.84835815429688
239,False,Fraunhofer-IDMT,30,D,C,R,SE,9.067793698919752,51.92264175415039
240,False,Fraunhofer-IDMT,30,D,C,R,ME,5.144883506003243,52.71933364868164
241,False,Fraunhofer-IDMT,30,D,C,R,SE,12.89493667638098,55.40086364746094
242,True,Fraunhofer-IDMT,30,,,,ME,0.009263135592780802,47.29047775268555
243,True,Fraunhofer-IDMT,30,,,,SE,0.007420701823166296,44.60065078735352
244,False,Fraunhofer-IDMT,30,D,C,R,ME,6.77572867074408,54.54729843139648
245,False,Fraunhofer-IDMT,30,D,C,R,SE,13.83198855670456,56.71083831787109
246,True,Fraunhofer-IDMT,30,,,,ME,0.00889320848879067,46.87916564941406
247,True,Fraunhofer-IDMT,30,,,,SE,0.006794430429969843,44.19709014892578
248,False,Fraunhofer-IDMT,30,D,C,R,ME,0.6850704979244819,48.38678359985352
249,False,Fraunhofer-IDMT,30,D,C,R,SE,8.208949168702112,50.74200439453125
250,False,Fraunhofer-IDMT,30,D,C,L,ME,8.117101926705487,56.63486480712891
251,False,Fraunhofer-IDMT,30,D,C,L,SE,14.70304120610631,58.14186477661133
252,True,Fraunhofer-IDMT,30,,,,SE,0.009251274401807097,47.13417816162109
253,False,Fraunhofer-IDMT,30,D,C,R,ME,5.390355577255789,52.70399856567383
254,False,Fraunhofer-IDMT,30,D,C,R,SE,13.15693505483836,55.34905624389648
255,True,Fraunhofer-IDMT,30,,,,ME,0.008975129465909398,47.71068572998047
256,True,Fraunhofer-IDMT,30,,,,SE,0.005466979754887947,41.95695877075195
257,False,Fraunhofer-IDMT,30,D,C,R,ME,4.148281288416347,52.16618728637695
258,False,Fraunhofer-IDMT,30,D,C,R,SE,10.80586310136507,53.51879119873047
259,False,Fraunhofer-IDMT,30,D,C,R,ME,1.396986697218036,49.54518127441406
260,False,Fraunhofer-IDMT,30,D,C,R,SE,8.30797479564837,50.95074081420898
261,False,Fraunhofer-IDMT,30,D,C,R,ME,4.109179273396427,52.54265975952148
262,False,Fraunhofer-IDMT,30,D,C,R,SE,10.31007231823002,53.18716049194336
263,False,Fraunhofer-IDMT,30,D,C,R,ME,3.811876542777122,51.67991256713867
264,False,Fraunhofer-IDMT,30,D,C,R,SE,11.15102794530755,54.16037368774414
265,False,Fraunhofer-IDMT,30,D,C,L,ME,3.406585402200819,50.81458282470703
266,False,Fraunhofer-IDMT,30,D,C,L,SE,11.5140272742934,53.66879272460938
267,False,Fraunhofer-IDMT,30,D,C,L,ME,4.200978638106927,51.52818298339844
268,False,Fraunhofer-IDMT,30,D,C,L,SE,12.13597956142148,54.7000846862793
269,False,Fraunhofer-IDMT,30,D,C,R,ME,2.445427954347491,50.14591217041016
270,False,Fraunhofer-IDMT,30,D,C,R,SE,9.529059243470975,51.74874114990234
271,True,Fraunhofer-IDMT,30,,,,ME,0.007726107115245474,45.00310516357422
272,True,Fraunhofer-IDMT,30,,,,SE,0.006047191613586347,41.77713012695312
273,False,Fraunhofer-IDMT,30,D,C,L,ME,7.66701997985715,55.98111343383789
274,False,Fraunhofer-IDMT,30,D,C,L,SE,13.68209653819927,55.94742202758789
275,False,Fraunhofer-IDMT,30,D,C,R,ME,8.648473859790624,58.36787033081055
276,False,Fraunhofer-IDMT,30,D,C,R,SE,11.22149098237971,53.86122894287109
277,False,Fraunhofer-IDMT,30,D,C,R,ME,6.435637195315918,52.13217926025391
278,False,Fraunhofer-IDMT,30,D,C,R,SE,13.7843100030192,55.23413467407227
279,False,Fraunhofer-IDMT,30,D,C,L,ME,6.787480058403582,55.83749389648438
280,False,Fraunhofer-IDMT,30,D,C,L,SE,10.8272106509236,54.26704025268555
281,True,Fraunhofer-IDMT,30,,,,ME,0.01102248738199017,45.87283325195312
282,True,Fraunhofer-IDMT,30,,,,SE,0.006453429188147888,42.34014511108398
283,False,Fraunhofer-IDMT,30,D,C,R,ME,6.32859795695694,54.00328063964844
284,False,Fraunhofer-IDMT,30,D,C,R,SE,13.5844665873492,55.91904067993164
285,False,Fraunhofer-IDMT,30,D,C,R,ME,4.679892467126352,52.73601913452148
286,False,Fraunhofer-IDMT,30,D,C,R,SE,9.899766135606955,51.95146942138672
287,False,Fraunhofer-IDMT,30,D,C,R,ME,8.825987707868054,56.51512145996094
288,False,Fraunhofer-IDMT,30,D,C,R,SE,14.60268235814418,56.78555297851562
289,False,Fraunhofer-IDMT,30,D,C,R,ME,4.149289414529254,52.86985397338867
290,False,Fraunhofer-IDMT,30,D,C,R,SE,9.13135681281634,51.68007278442383
291,False,Fraunhofer-IDMT,30,D,C,R,ME,1.370916131786999,48.57859802246094
292,False,Fraunhofer-IDMT,30,D,C,R,SE,9.05228976653042,51.30499649047852
293,True,Fraunhofer-IDMT,30,,,,ME,0.007243075003050082,44.39926147460938
294,True,Fraunhofer-IDMT,30,,,,SE,0.00554860142122524,41.36320495605469
295,False,Fraunhofer-IDMT,30,D,C,R,ME,5.023532426084682,52.90348052978516
296,False,Fraunhofer-IDMT,30,D,C,R,SE,12.47833534879986,54.9603271484375
297,False,Fraunhofer-IDMT,30,D,T,L,ME,10.10505201230496,59.39864349365234
298,False,Fraunhofer-IDMT,30,D,T,L,SE,14.48492327782957,57.98508453369141
299,False,Fraunhofer-IDMT,30,D,C,L,ME,7.319097211879341,55.27073669433594
300,False,Fraunhofer-IDMT,30,D,C,L,SE,14.49974581063657,57.02899932861328
301,True,Fraunhofer-IDMT,30,,,,ME,0.006893813941703393,44.01553726196289
302,True,Fraunhofer-IDMT,30,,,,SE,0.005451707569630217,41.50077438354492
303,False,Fraunhofer-IDMT,30,D,C,R,ME,2.535459512893992,51.29125213623047
304,False,Fraunhofer-IDMT,30,D,C,R,SE,9.261901309169291,52.79389190673828
305,False,Fraunhofer-IDMT,30,D,C,L,ME,0.5087538117205384,48.43205261230469
306,False,Fraunhofer-IDMT,30,D,C,L,SE,8.889924839121866,52.11534118652344
307,False,Fraunhofer-IDMT,30,D,C,L,ME,8.537088991328318,57.27390289306641
308,False,Fraunhofer-IDMT,30,D,C,L,SE,12.26137471146387,55.23460006713867
309,False,Fraunhofer-IDMT,30,D,C,R,ME,-1.472291589664028,47.18193054199219
310,False,Fraunhofer-IDMT,30,D,C,R,SE,4.79068818471888,48.46345901489258
311,True,Fraunhofer-IDMT,30,,,,ME,0.009709064034056721,46.30104827880859
312,True,Fraunhofer-IDMT,30,,,,SE,0.007351878459760014,43.97920227050781
313,False,Fraunhofer-IDMT,30,D,C,R,ME,7.498567333993748,55.71562957763672
314,False,Fraunhofer-IDMT,30,D,C,R,SE,15.01132497467004,59.06074142456055
315,False,Fraunhofer-IDMT,30,D,C,R,ME,1.96360475989316,50.15289688110352
316,False,Fraunhofer-IDMT,30,D,C,R,SE,9.68597061414946,52.48588562011719
317,False,Fraunhofer-IDMT,30,D,C,L,ME,3.286249619095273,51.04673767089844
318,False,Fraunhofer-IDMT,30,D,C,L,SE,8.981611111049588,51.0889778137207
319,False,Fraunhofer-IDMT,30,D,C,L,ME,4.668536260933654,53.9253044128418
320,False,Fraunhofer-IDMT,30,D,C,L,SE,10.31799005441015,53.48248291015625
321,True,Fraunhofer-IDMT,30,,,,ME,0.01068263895043645,46.9385986328125
322,True,Fraunhofer-IDMT,30,,,,SE,0.00795790651839518,44.41972351074219
