is_background,location,speed_kmh,weather,vehicle,source_direction,microphone,decibel,Dezibel_ber
False,Fraunhofer-IDMT,30,D,C,L,ME,1.422836304454971,49.28682327270508
False,Fraunhofer-IDMT,30,D,C,L,SE,7.330623026197203,49.978759765625
False,Fraunhofer-IDMT,30,D,C,R,ME,3.623902941892218,51.45124816894531
False,Fraunhofer-IDMT,30,D,C,R,SE,10.2503704488654,52.61869430541992
False,Fraunhofer-IDMT,30,D,C,R,ME,10.19782296355926,59.20991134643555
False,Fraunhofer-IDMT,30,D,C,R,SE,13.15563521677559,56.34035491943359
False,Fraunhofer-IDMT,30,D,C,R,ME,4.105578178679733,52.35575866699219
False,Fraunhofer-IDMT,30,D,C,R,SE,9.18973018097262,52.23089218139648
False,Fraunhofer-IDMT,30,D,C,R,ME,-0.801328513495635,46.69751739501953
False,Fraunhofer-IDMT,30,D,C,R,SE,5.15004703936896,48.13112640380859
False,Fraunhofer-IDMT,30,D,C,R,ME,2.166218861798591,49.48196411132812
False,Fraunhofer-IDMT,30,D,C,R,SE,10.14108912842254,52.31720733642578
False,Fraunhofer-IDMT,30,D,C,R,ME,4.983135710602513,52.75495529174805
False,Fraunhofer-IDMT,30,D,C,R,SE,9.595105550073718,52.64853668212891
False,Fraunhofer-IDMT,30,D,C,R,ME,2.277248639252577,50.32358932495117
False,Fraunhofer-IDMT,30,D,C,R,SE,9.699169369961673,51.99564743041992
False,Fraunhofer-IDMT,30,D,C,R,ME,1.093800998913238,49.99671173095703
False,Fraunhofer-IDMT,30,D,C,R,SE,4.785054220806815,47.61984252929688
False,Fraunhofer-IDMT,30,D,C,L,ME,6.319338832250318,54.00887680053711
False,Fraunhofer-IDMT,30,D,C,L,SE,12.20832419427439,54.49224472045898
False,Fraunhofer-IDMT,30,D,C,L,ME,1.226016189920396,48.86944198608398
False,Fraunhofer-IDMT,30,D,C,L,SE,9.274609638044902,52.48742294311523
False,Fraunhofer-IDMT,30,D,C,R,ME,6.556028989326341,54.45476531982422
False,Fraunhofer-IDMT,30,D,C,R,SE,12.71913400498683,55.36338424682617
False,Fraunhofer-IDMT,30,D,B,L,ME,10.63920999780037,58.69892883300781
False,Fraunhofer-IDMT,30,D,B,L,SE,17.48228120334817,60.43141555786133
False,Fraunhofer-IDMT,30,D,C,R,ME,4.934385665114879,52.62973022460938
False,Fraunhofer-IDMT,30,D,C,R,SE,12.76947325902779,54.95655822753906
False,Fraunhofer-IDMT,30,D,C,L,ME,2.667866958659519,50.0927848815918
False,Fraunhofer-IDMT,30,D,C,L,SE,11.2166718057844,53.98300552368164
False,Fraunhofer-IDMT,30,D,C,R,ME,7.406269718500214,56.67424011230469
False,Fraunhofer-IDMT,30,D,C,R,SE,13.15808388483161,56.18872451782227
False,Fraunhofer-IDMT,30,D,C,R,ME,7.27042907426852,56.27034759521484
False,Fraunhofer-IDMT,30,D,C,R,SE,10.49657845651678,53.44248580932617
False,Fraunhofer-IDMT,30,D,C,R,ME,2.964884289036027,50.48416519165039
False,Fraunhofer-IDMT,30,D,C,R,SE,11.14578628380044,53.72681427001953
False,Fraunhofer-IDMT,30,D,C,R,ME,3.885214354646689,52.65201950073242
False,Fraunhofer-IDMT,30,D,C,R,SE,9.282522582600016,52.21306228637695
False,Fraunhofer-IDMT,30,D,C,L,ME,6.473952192368962,53.55007934570312
False,Fraunhofer-IDMT,30,D,C,L,SE,14.77048575230528,55.9884147644043
False,Fraunhofer-IDMT,30,D,C,L,ME,5.020030252580781,53.07936096191406
False,Fraunhofer-IDMT,30,D,C,L,SE,11.73655877545567,54.18865585327148
False,Fraunhofer-IDMT,30,D,C,R,ME,4.545793005088115,52.48810958862305
False,Fraunhofer-IDMT,30,D,C,R,SE,11.43559947445052,54.02025604248047
False,Fraunhofer-IDMT,30,D,C,R,ME,5.143666201403346,52.30007934570312
False,Fraunhofer-IDMT,30,D,C,R,SE,12.75199014186197,54.78628921508789
False,Fraunhofer-IDMT,30,D,C,R,ME,2.441287812316076,50.31310653686523
False,Fraunhofer-IDMT,30,D,C,R,SE,9.348475777630727,51.92190170288086
False,Fraunhofer-IDMT,30,D,C,L,ME,7.399269852984879,55.94953155517578
False,Fraunhofer-IDMT,30,D,C,L,SE,13.21006988737746,55.65238189697266
False,Fraunhofer-IDMT,30,D,C,R,ME,2.634176148592118,50.84835815429688
False,Fraunhofer-IDMT,30,D,C,R,SE,9.067793698919752,51.92264175415039
False,Fraunhofer-IDMT,30,D,C,R,ME,5.144883506003243,52.71933364868164
False,Fraunhofer-IDMT,30,D,C,R,SE,12.89493667638098,55.40086364746094
False,Fraunhofer-IDMT,30,D,C,R,ME,6.77572867074408,54.54729843139648
False,Fraunhofer-IDMT,30,D,C,R,SE,13.83198855670456,56.71083831787109
False,Fraunhofer-IDMT,30,D,C,R,ME,0.6850704979244819,48.38678359985352
False,Fraunhofer-IDMT,30,D,C,R,SE,8.208949168702112,50.74200439453125
False,Fraunhofer-IDMT,30,D,C,L,ME,8.117101926705487,56.63486480712891
False,Fraunhofer-IDMT,30,D,C,L,SE,14.70304120610631,58.14186477661133
False,Fraunhofer-IDMT,30,D,C,R,ME,5.390355577255789,52.70399856567383
False,Fraunhofer-IDMT,30,D,C,R,SE,13.15693505483836,55.34905624389648
False,Fraunhofer-IDMT,30,D,C,R,ME,4.148281288416347,52.16618728637695
False,Fraunhofer-IDMT,30,D,C,R,SE,10.80586310136507,53.51879119873047
False,Fraunhofer-IDMT,30,D,C,R,ME,1.396986697218036,49.54518127441406
False,Fraunhofer-IDMT,30,D,C,R,SE,8.30797479564837,50.95074081420898
False,Fraunhofer-IDMT,30,D,C,R,ME,4.109179273396427,52.54265975952148
False,Fraunhofer-IDMT,30,D,C,R,SE,10.31007231823002,53.18716049194336
False,Fraunhofer-IDMT,30,D,C,R,ME,3.811876542777122,51.67991256713867
False,Fraunhofer-IDMT,30,D,C,R,SE,11.15102794530755,54.16037368774414
False,Fraunhofer-IDMT,30,D,C,L,ME,3.406585402200819,50.81458282470703
False,Fraunhofer-IDMT,30,D,C,L,SE,11.5140272742934,53.66879272460938
False,Fraunhofer-IDMT,30,D,C,L,ME,4.200978638106927,51.52818298339844
False,Fraunhofer-IDMT,30,D,C,L,SE,12.13597956142148,54.7000846862793
False,Fraunhofer-IDMT,30,D,C,R,ME,2.445427954347491,50.14591217041016
False,Fraunhofer-IDMT,30,D,C,R,SE,9.529059243470975,51.74874114990234
False,Fraunhofer-IDMT,30,D,C,L,ME,7.66701997985715,55.98111343383789
False,Fraunhofer-IDMT,30,D,C,L,SE,13.68209653819927,55.94742202758789
False,Fraunhofer-IDMT,30,D,C,R,ME,8.648473859790624,58.36787033081055
False,Fraunhofer-IDMT,30,D,C,R,SE,11.22149098237971,53.86122894287109
False,Fraunhofer-IDMT,30,D,C,R,ME,6.435637195315918,52.13217926025391
False,Fraunhofer-IDMT,30,D,C,R,SE,13.7843100030192,55.23413467407227
False,Fraunhofer-IDMT,30,D,C,L,ME,6.787480058403582,55.83749389648438
False,Fraunhofer-IDMT,30,D,C,L,SE,10.8272106509236,54.26704025268555
False,Fraunhofer-IDMT,30,D,C,R,ME,6.32859795695694,54.00328063964844
False,Fraunhofer-IDMT,30,D,C,R,SE,13.5844665873492,55.91904067993164
False,Fraunhofer-IDMT,30,D,C,R,ME,4.679892467126352,52.73601913452148
False,Fraunhofer-IDMT,30,D,C,R,SE,9.899766135606955,51.95146942138672
False,Fraunhofer-IDMT,30,D,C,R,ME,8.825987707868054,56.51512145996094
False,Fraunhofer-IDMT,30,D,C,R,SE,14.60268235814418,56.78555297851562
False,Fraunhofer-IDMT,30,D,C,R,ME,4.149289414529254,52.86985397338867
False,Fraunhofer-IDMT,30,D,C,R,SE,9.13135681281634,51.68007278442383
False,Fraunhofer-IDMT,30,D,C,R,ME,1.370916131786999,48.57859802246094
False,Fraunhofer-IDMT,30,D,C,R,SE,9.05228976653042,51.30499649047852
False,Fraunhofer-IDMT,30,D,C,R,ME,5.023532426084682,52.90348052978516
False,Fraunhofer-IDMT,30,D,C,R,SE,12.47833534879986,54.9603271484375
False,Fraunhofer-IDMT,30,D,T,L,ME,10.10505201230496,59.39864349365234
False,Fraunhofer-IDMT,30,D,T,L,SE,14.48492327782957,57.98508453369141
False,Fraunhofer-IDMT,30,D,C,L,ME,7.319097211879341,55.27073669433594
False,Fraunhofer-IDMT,30,D,C,L,SE,14.49974581063657,57.02899932861328
False,Fraunhofer-IDMT,30,D,C,R,ME,2.535459512893992,51.29125213623047
False,Fraunhofer-IDMT,30,D,C,R,SE,9.261901309169291,52.79389190673828
False,Fraunhofer-IDMT,30,D,C,L,ME,0.5087538117205384,48.43205261230469
False,Fraunhofer-IDMT,30,D,C,L,SE,8.889924839121866,52.11534118652344
False,Fraunhofer-IDMT,30,D,C,L,ME,8.537088991328318,57.27390289306641
False,Fraunhofer-IDMT,30,D,C,L,SE,12.26137471146387,55.23460006713867
False,Fraunhofer-IDMT,30,D,C,R,ME,-1.472291589664028,47.18193054199219
False,Fraunhofer-IDMT,30,D,C,R,SE,4.79068818471888,48.46345901489258
False,Fraunhofer-IDMT,30,D,C,R,ME,7.498567333993748,55.71562957763672
False,Fraunhofer-IDMT,30,D,C,R,SE,15.01132497467004,59.06074142456055
False,Fraunhofer-IDMT,30,D,C,R,ME,1.96360475989316,50.15289688110352
False,Fraunhofer-IDMT,30,D,C,R,SE,9.68597061414946,52.48588562011719
False,Fraunhofer-IDMT,30,D,C,L,ME,3.286249619095273,51.04673767089844
False,Fraunhofer-IDMT,30,D,C,L,SE,8.981611111049588,51.0889778137207
False,Fraunhofer-IDMT,30,D,C,L,ME,4.668536260933654,53.9253044128418
False,Fraunhofer-IDMT,30,D,C,L,SE,10.31799005441015,53.48248291015625
False,Fraunhofer-IDMT,30,D,C,R,ME,7.551432992659496,55.71800994873047
False,Fraunhofer-IDMT,30,D,C,R,SE,14.94849191589538,57.58394241333008
False,Fraunhofer-IDMT,30,D,C,L,ME,4.921352710843626,51.84005737304688
False,Fraunhofer-IDMT,30,D,C,L,SE,13.41841850593873,55.24499130249023
False,Fraunhofer-IDMT,30,D,C,R,ME,4.554802272090457,52.97134017944336
False,Fraunhofer-IDMT,30,D,C,R,SE,11.60664343828861,54.73703002929688
False,Fraunhofer-IDMT,30,D,C,R,ME,5.19063727311961,53.51809692382812
False,Fraunhofer-IDMT,30,D,C,R,SE,11.34529040852702,53.8610725402832
False,Fraunhofer-IDMT,30,D,C,R,ME,2.656536031028184,50.55092239379883
False,Fraunhofer-IDMT,30,D,C,R,SE,10.42970003662716,52.92592239379883
False,Fraunhofer-IDMT,30,D,C,L,ME,1.651956672088037,48.88229751586914
False,Fraunhofer-IDMT,30,D,C,L,SE,9.77033344819451,51.97414016723633
False,Fraunhofer-IDMT,30,D,C,R,ME,2.354127200723414,50.35553741455078
False,Fraunhofer-IDMT,30,D,C,R,SE,9.349252135337299,52.39608001708984
False,Fraunhofer-IDMT,30,D,C,R,ME,8.651137827475488,56.62433624267578
False,Fraunhofer-IDMT,30,D,C,R,SE,17.08778882701962,59.90634918212891
False,Fraunhofer-IDMT,30,D,C,R,ME,4.90014526456751,52.54213333129883
False,Fraunhofer-IDMT,30,D,C,R,SE,12.5823071677272,54.9719123840332
False,Fraunhofer-IDMT,30,D,C,R,ME,0.7451268726766941,48.77683639526367
False,Fraunhofer-IDMT,30,D,C,R,SE,8.165135711044778,50.85180282592773
False,Fraunhofer-IDMT,30,D,C,R,ME,8.630543618968598,58.78907012939453
False,Fraunhofer-IDMT,30,D,C,R,SE,13.70091658317945,57.58779525756836
False,Fraunhofer-IDMT,30,D,C,L,ME,2.40182186959925,50.52396011352539
False,Fraunhofer-IDMT,30,D,C,L,SE,9.96242459671978,53.13375854492188
False,Fraunhofer-IDMT,30,D,C,R,ME,2.552113495085888,50.13216018676758
False,Fraunhofer-IDMT,30,D,C,R,SE,10.69848189656713,53.32262802124023
False,Fraunhofer-IDMT,30,D,C,R,ME,8.142536296963703,56.35953903198242
False,Fraunhofer-IDMT,30,D,C,R,SE,15.44877020372315,58.31761169433594
False,Fraunhofer-IDMT,30,D,C,R,ME,6.104228259319061,54.48427963256836
False,Fraunhofer-IDMT,30,D,C,R,SE,12.41699340508591,54.51613616943359
False,Fraunhofer-IDMT,30,D,C,L,ME,8.208848147702662,56.65170288085938
False,Fraunhofer-IDMT,30,D,C,L,SE,14.1926169194064,58.25046920776367
False,Fraunhofer-IDMT,30,D,C,L,ME,17.86395717233877,63.78640747070312
False,Fraunhofer-IDMT,30,D,C,L,SE,26.55237229873592,67.05602264404297
False,Fraunhofer-IDMT,30,D,C,L,ME,6.329057238654936,54.05424499511719
False,Fraunhofer-IDMT,30,D,C,L,SE,14.81582754255079,57.60579681396484
False,Fraunhofer-IDMT,30,D,C,L,ME,8.225216543207395,57.20398712158203
False,Fraunhofer-IDMT,30,D,C,L,SE,11.80606111633725,55.31719970703125
False,Fraunhofer-IDMT,30,D,C,R,ME,2.508254738081686,51.16266632080078
False,Fraunhofer-IDMT,30,D,C,R,SE,8.352944644195638,51.14200592041016
False,Fraunhofer-IDMT,30,D,C,R,ME,6.022255485620477,53.93097305297852
False,Fraunhofer-IDMT,30,D,C,R,SE,11.82880897261583,53.62134170532227
False,Fraunhofer-IDMT,30,D,C,R,ME,6.044006796399064,54.24576950073242
False,Fraunhofer-IDMT,30,D,C,R,SE,14.46297004381481,57.14846801757812
False,Fraunhofer-IDMT,30,D,C,R,ME,2.270839133990143,50.72200012207031
False,Fraunhofer-IDMT,30,D,C,R,SE,9.384359888838416,51.86290740966797
False,Fraunhofer-IDMT,30,D,C,L,ME,3.189335466771499,50.82793807983398
False,Fraunhofer-IDMT,30,D,C,L,SE,9.11808995420459,51.25922012329102
False,Fraunhofer-IDMT,30,D,C,R,ME,4.722201892333986,51.40938186645508
False,Fraunhofer-IDMT,30,D,C,R,SE,13.95423565677003,55.59683990478516
False,Fraunhofer-IDMT,30,D,C,R,ME,5.902227898482031,53.96326446533203
False,Fraunhofer-IDMT,30,D,C,R,SE,11.31964126257654,54.89511489868164
False,Fraunhofer-IDMT,30,D,C,R,ME,7.577652797219487,56.03023529052734
False,Fraunhofer-IDMT,30,D,C,R,SE,13.30653139841035,55.97205352783203
False,Fraunhofer-IDMT,30,D,C,R,ME,8.230598418973994,53.72375106811523
False,Fraunhofer-IDMT,30,D,C,R,SE,11.4505697641096,53.61331176757812
False,Fraunhofer-IDMT,30,D,B,R,ME,15.20412427553559,64.04109191894531
False,Fraunhofer-IDMT,30,D,B,R,SE,20.52593326188718,64.10005187988281
False,Fraunhofer-IDMT,30,D,M,R,ME,14.17280940775397,62.06098937988281
False,Fraunhofer-IDMT,30,D,M,R,SE,20.20909569431001,62.62226867675781
False,Fraunhofer-IDMT,30,D,C,R,ME,2.921355410479544,50.30986022949219
False,Fraunhofer-IDMT,30,D,C,R,SE,9.182580846909023,51.17655563354492
False,Fraunhofer-IDMT,30,D,C,R,ME,5.361468143701691,53.43203735351562
False,Fraunhofer-IDMT,30,D,C,R,SE,11.66680078378363,54.05892562866211
False,Fraunhofer-IDMT,30,D,C,L,ME,6.659058995232641,54.53994369506836
False,Fraunhofer-IDMT,30,D,C,L,SE,13.67809097084496,55.77470397949219
False,Fraunhofer-IDMT,30,D,C,R,ME,3.746875222086468,52.26362609863281
False,Fraunhofer-IDMT,30,D,C,R,SE,9.986642885070768,53.05001068115234
False,Fraunhofer-IDMT,30,D,M,R,ME,17.86942881786154,65.16498565673828
False,Fraunhofer-IDMT,30,D,M,R,SE,23.3015405881868,64.09904479980469
False,Fraunhofer-IDMT,30,D,C,R,ME,3.715501491362144,51.88125991821289
False,Fraunhofer-IDMT,30,D,C,R,SE,8.898759576315976,51.71696472167969
False,Fraunhofer-IDMT,30,D,C,R,ME,6.272101002303462,53.97253799438477
False,Fraunhofer-IDMT,30,D,C,R,SE,12.62482983275983,55.05220794677734
False,Fraunhofer-IDMT,30,D,C,R,ME,2.880671053963415,50.82402801513672
False,Fraunhofer-IDMT,30,D,C,R,SE,9.323327425904813,51.56728744506836
False,Fraunhofer-IDMT,30,D,C,R,ME,3.768954486734121,50.81833648681641
False,Fraunhofer-IDMT,30,D,C,R,SE,11.10439061126423,53.24072265625
False,Fraunhofer-IDMT,30,D,C,R,ME,11.06995780602453,60.52089691162109
False,Fraunhofer-IDMT,30,D,C,R,SE,15.73386177872464,59.00845718383789
False,Fraunhofer-IDMT,30,D,C,R,ME,6.080095555901169,54.74649047851562
False,Fraunhofer-IDMT,30,D,C,R,SE,11.12228481579452,54.10938262939453
False,Fraunhofer-IDMT,30,D,C,R,ME,0.8582612042691793,48.91662216186523
False,Fraunhofer-IDMT,30,D,C,R,SE,7.045012877760416,49.8053092956543
False,Fraunhofer-IDMT,30,D,C,L,ME,5.571630902703943,53.59000778198242
False,Fraunhofer-IDMT,30,D,C,L,SE,11.827714066157,54.75611877441406
False,Fraunhofer-IDMT,30,D,C,L,ME,9.338158480043347,58.08467483520508
False,Fraunhofer-IDMT,30,D,C,L,SE,16.52635331043744,58.28360748291016
False,Fraunhofer-IDMT,30,D,C,L,ME,5.49540748652511,52.90615081787109
False,Fraunhofer-IDMT,30,D,C,L,SE,12.38688289037279,54.44525909423828
False,Fraunhofer-IDMT,30,D,C,R,ME,4.150792967576299,52.28891372680664
False,Fraunhofer-IDMT,30,D,C,R,SE,9.054087494551693,51.94397354125977
False,Fraunhofer-IDMT,30,D,C,L,ME,5.972770784958098,53.6999626159668
False,Fraunhofer-IDMT,30,D,C,L,SE,13.38622856636911,55.93845748901367
False,Fraunhofer-IDMT,30,D,C,L,ME,3.599793928868317,50.71445465087891
False,Fraunhofer-IDMT,30,D,C,L,SE,11.64713946022779,53.71410751342773
False,Fraunhofer-IDMT,30,D,C,R,ME,9.567987552353204,58.02619171142578
False,Fraunhofer-IDMT,30,D,C,R,SE,16.00104916355847,58.89716720581055
False,Fraunhofer-IDMT,30,D,C,R,ME,3.69123255542098,51.50275039672852
False,Fraunhofer-IDMT,30,D,C,R,SE,11.29759205424291,53.9487419128418
False,Fraunhofer-IDMT,30,D,C,R,ME,1.501372964543076,48.95105361938477
False,Fraunhofer-IDMT,30,D,C,R,SE,8.81499473792787,51.39518737792969
False,Fraunhofer-IDMT,30,D,C,R,ME,6.867084846509273,55.15565872192383
False,Fraunhofer-IDMT,30,D,C,R,SE,12.35620271998168,55.03002548217773
False,Fraunhofer-IDMT,30,D,C,R,ME,6.022291276248888,54.56488418579102
False,Fraunhofer-IDMT,30,D,C,R,SE,13.18877300519592,56.17239761352539
False,Fraunhofer-IDMT,30,D,C,L,ME,5.746661844719329,52.19611358642578
False,Fraunhofer-IDMT,30,D,C,L,SE,14.0907136197512,55.41452026367188
False,Fraunhofer-IDMT,30,D,C,R,ME,4.685734511847025,51.7769775390625
False,Fraunhofer-IDMT,30,D,C,R,SE,12.21138439732968,55.19512176513672
False,Fraunhofer-IDMT,30,D,C,R,ME,7.688551608290247,53.86822509765625
False,Fraunhofer-IDMT,30,D,C,R,SE,13.90246138572546,55.54623794555664
False,Fraunhofer-IDMT,30,D,C,L,ME,4.943035809770874,52.99282836914062
False,Fraunhofer-IDMT,30,D,C,L,SE,11.52316090458218,54.53051376342773
False,Fraunhofer-IDMT,30,D,C,L,ME,1.555495071412565,49.14156341552734
False,Fraunhofer-IDMT,30,D,C,L,SE,8.848871922797237,51.26569747924805
False,Fraunhofer-IDMT,30,D,C,R,ME,5.834796719248743,53.47166061401367
False,Fraunhofer-IDMT,30,D,C,R,SE,13.60718507724181,56.35284042358398
False,Fraunhofer-IDMT,30,D,C,L,ME,5.254123804103918,53.1125373840332
False,Fraunhofer-IDMT,30,D,C,L,SE,12.24693437462136,55.07594680786133
False,Fraunhofer-IDMT,30,D,C,R,ME,14.12667968611325,55.80712890625
False,Fraunhofer-IDMT,30,D,C,R,SE,12.60112172368234,54.79104232788086
False,Fraunhofer-IDMT,30,D,C,R,ME,6.833814828264359,53.90688705444336
False,Fraunhofer-IDMT,30,D,C,R,SE,13.88266131945358,55.59992218017578
False,Fraunhofer-IDMT,30,D,C,L,ME,-3.418441678143909,32.90322875976562
False,Fraunhofer-IDMT,30,D,C,L,SE,10.82167334621933,49.88795852661133
False,Fraunhofer-IDMT,30,D,T,R,ME,6.078289480089714,43.68965148925781
False,Fraunhofer-IDMT,30,D,T,R,SE,16.76093014609977,55.86075210571289
False,Fraunhofer-IDMT,30,D,C,R,ME,1.188230694491381,36.86920166015625
False,Fraunhofer-IDMT,30,D,C,R,SE,14.41624119455745,52.47433471679688
False,Fraunhofer-IDMT,30,D,C,R,ME,1.737976525409836,37.71901702880859
False,Fraunhofer-IDMT,30,D,C,R,SE,17.0600075969055,54.82712554931641
False,Fraunhofer-IDMT,30,D,C,L,ME,2.489407679216153,39.02548217773438
False,Fraunhofer-IDMT,30,D,C,L,SE,15.35062514149043,53.67628479003906
False,Fraunhofer-IDMT,30,D,C,L,ME,1.019529627759814,38.10177993774414
False,Fraunhofer-IDMT,30,D,C,L,SE,15.73969325953464,55.36087036132812
False,Fraunhofer-IDMT,30,D,C,R,ME,-0.4388255201559955,35.35266494750977
False,Fraunhofer-IDMT,30,D,C,R,SE,14.76143056487677,52.75173187255859
False,Fraunhofer-IDMT,30,D,C,L,ME,1.301038307130105,39.48895263671875
False,Fraunhofer-IDMT,30,D,C,L,SE,14.11706891181183,54.61704635620117
False,Fraunhofer-IDMT,30,D,C,R,ME,-4.221098029786431,32.4329833984375
False,Fraunhofer-IDMT,30,D,C,R,SE,11.50548595210601,51.3284912109375
False,Fraunhofer-IDMT,30,D,C,R,ME,0.9322119833902307,37.52366256713867
False,Fraunhofer-IDMT,30,D,C,R,SE,15.70686571041692,54.13299179077148
False,Fraunhofer-IDMT,30,D,C,L,ME,0.1418488652183983,36.51747512817383
False,Fraunhofer-IDMT,30,D,C,L,SE,14.1181581722804,52.27909469604492
False,Fraunhofer-IDMT,30,D,C,L,ME,0.1731616284623663,36.37859725952148
False,Fraunhofer-IDMT,30,D,C,L,SE,15.0702463359809,53.90485000610352
False,Fraunhofer-IDMT,30,D,C,L,ME,8.047484411765861,46.44022369384766
False,Fraunhofer-IDMT,30,D,C,L,SE,20.60996095612127,60.66507720947266
False,Fraunhofer-IDMT,30,D,C,L,ME,1.286597498190118,37.91188049316406
False,Fraunhofer-IDMT,30,D,C,L,SE,15.86856322726968,54.03974533081055
False,Fraunhofer-IDMT,30,D,C,R,ME,8.15684325943124,44.6494255065918
False,Fraunhofer-IDMT,30,D,C,R,SE,21.48153944882452,60.43046951293945
False,Fraunhofer-IDMT,30,D,C,L,ME,3.579258568819741,41.78950881958008
False,Fraunhofer-IDMT,30,D,C,L,SE,16.65315957732708,56.73605346679688
False,Fraunhofer-IDMT,30,D,C,L,ME,5.464815306313161,43.33478546142578
False,Fraunhofer-IDMT,30,D,C,L,SE,17.94785218533255,56.88303756713867
False,Fraunhofer-IDMT,30,D,C,L,ME,-1.531271569878997,35.69319152832031
False,Fraunhofer-IDMT,30,D,C,L,SE,12.66543544994567,52.62620162963867
False,Fraunhofer-IDMT,30,D,C,R,ME,2.044437804876706,39.43569183349609
False,Fraunhofer-IDMT,30,D,C,R,SE,14.9851864117567,54.36415100097656
False,Fraunhofer-IDMT,30,D,C,L,ME,0.1134865901974824,36.17419815063477
False,Fraunhofer-IDMT,30,D,C,L,SE,15.59929039713625,53.60094833374023
False,Fraunhofer-IDMT,30,D,C,L,ME,5.020854264815146,42.74671936035156
False,Fraunhofer-IDMT,30,D,C,L,SE,16.9366828684598,56.09223937988281
False,Fraunhofer-IDMT,30,D,C,R,ME,-0.1629742329782774,37.69182968139648
False,Fraunhofer-IDMT,30,D,C,R,SE,12.97308654626937,52.2190055847168
False,Fraunhofer-IDMT,30,D,C,L,ME,0.1070108098269004,36.32458114624023
False,Fraunhofer-IDMT,30,D,C,L,SE,15.10575083824586,53.52024459838867
False,Fraunhofer-IDMT,30,D,C,R,ME,-0.9380369261844447,36.34000396728516
False,Fraunhofer-IDMT,30,D,C,R,SE,12.06962666332969,51.48241806030273
False,Fraunhofer-IDMT,30,D,C,L,ME,2.592087010236062,39.86585235595703
False,Fraunhofer-IDMT,30,D,C,L,SE,15.54027257130512,55.98055648803711
False,Fraunhofer-IDMT,30,D,C,L,ME,1.399191063444763,38.18062591552734
False,Fraunhofer-IDMT,30,D,C,L,SE,16.0793850311846,54.73521423339844
False,Fraunhofer-IDMT,30,D,C,L,ME,5.024277290221958,42.99513626098633
False,Fraunhofer-IDMT,30,D,C,L,SE,15.9521453393309,55.54325866699219
False,Fraunhofer-IDMT,30,D,C,R,ME,2.525212247754518,39.8027458190918
False,Fraunhofer-IDMT,30,D,C,R,SE,13.93722267787519,53.20294952392578
